timestamp,price,quantity,side,tradeId
1750536000955,81.01,0.495,sell,293542600
1750536001263,81.02,1.271,buy,293542601
1750536001390,81.01,0.128,sell,293542602
1750536002305,81.02,1.231,buy,293542603
1750536003405,81.02,25.234,buy,293542604
1750536003406,81.02,59.511,buy,293542605
1750536003454,81.03,10.71,buy,293542606
1750536003458,81.03,2.468,sell,293542607
1750536003477,81.03,0.982,sell,293542608
1750536003527,81.04,0.607,buy,293542609
1750536003555,81.04,0.13,buy,293542610
1750536004422,81.05,3.331,buy,293542611
1750536004423,81.05,1.768,buy,293542612
1750536004423,81.05,1.768,buy,293542613
1750536004423,81.05,1.768,buy,293542614
1750536004424,81.05,1.768,buy,293542615
1750536004424,81.05,1.764,buy,293542616
1750536004425,81.05,0.982,buy,293542617
1750536004520,81.06,0.514,buy,293542618
1750536007026,81.06,0.26,buy,293542619
1750536007258,81.07,0.382,buy,293542620
1750536007701,81.06,23.395,sell,293542621
1750536007707,81.06,0.13,sell,293542622
1750536009789,81.05,0.433,sell,293542623
1750536009791,81.05,45.498,sell,293542624
1750536009839,81.04,5.239,sell,293542625
1750536009894,81.04,0.325,sell,293542626
1750536015389,81.04,0.067,sell,293542627
1750536015562,81.04,28.534,sell,293542628
1750536015563,81.04,0.065,sell,293542629
1750536016622,81.03,0.523,sell,293542630
1750536017924,81.03,0.331,buy,293542631
1750536018357,81.03,0.999,buy,293542632
1750536018879,81.03,0.505,buy,293542633
1750536022285,81.03,0.464,buy,293542634
1750536032084,81.03,0.325,buy,293542635
1750536033447,81.04,0.124,buy,293542636
1750536034264,81.04,1.788,buy,293542637
1750536034264,81.04,1.788,buy,293542638
1750536034264,81.04,1.788,buy,293542639
1750536034264,81.04,1.788,buy,293542640
1750536034264,81.04,0.362,buy,293542641
1750536034881,81.05,11.634,buy,293542642
1750536034881,81.05,0.065,buy,293542643
1750536034973,81.06,0.797,buy,293542644
1750536035924,81.05,2.453,sell,293542645
1750536035983,81.05,0.13,sell,293542646
1750536036412,81.04,3.082,sell,293542647
1750536039543,81.05,0.26,buy,293542648
1750536046306,81.06,1.228,buy,293542649
1750536047062,81.06,0.185,buy,293542650
1750536047154,81.06,0.098,buy,293542651
1750536055613,81.06,0.26,buy,293542652
1750536056912,81.07,0.075,buy,293542653
1750536057633,81.07,0.439,buy,293542654
1750536057720,81.07,0.606,sell,293542655
1750536058342,81.08,0.579,buy,293542656
1750536058855,81.09,1.74,buy,293542657
1750536058855,81.09,1.74,buy,293542658
