timestamp,price,quantity,side,tradeId
1750557607322,80.06,27.035,buy,293579670
1750557607323,80.06,0.065,buy,293579671
1750557608467,80.07,10.29,buy,293579672
1750557608469,80.07,0.06,buy,293579673
1750557608690,80.08,0.394,buy,293579674
1750557613288,80.08,34.435,sell,293579675
1750557613290,80.08,14.215,sell,293579676
1750557613291,80.08,3.121,sell,293579677
1750557613310,80.08,1.214,buy,293579678
1750557613595,80.08,0.576,buy,293579679
1750557613754,80.08,0.26,buy,293579680
1750557615323,80.09,10.419,buy,293579681
1750557615323,80.1,11.372,buy,293579682
1750557615323,80.11,1.531,buy,293579683
1750557615591,80.1,0.195,buy,293579684
1750557617857,80.11,0.125,buy,293579685
1750557618475,80.11,10.229,buy,293579686
1750557619180,80.11,1.044,buy,293579687
1750557619182,80.11,0.137,buy,293579688
1750557622768,80.11,0.959,buy,293579689
1750557628095,80.11,0.231,buy,293579690
1750557631363,80.1,0.075,sell,293579691
1750557633408,80.1,0.999,sell,293579692
1750557636278,80.1,0.185,sell,293579693
1750557637165,80.1,0.627,sell,293579694
1750557641878,80.11,2.495,buy,293579695
1750557644238,80.11,0.311,buy,293579696
1750557654465,80.11,0.077,buy,293579697
1750557661698,80.11,20.746,buy,293579698
1750557661698,80.12,31.983,buy,293579699
1750557663245,80.12,10.343,buy,293579700
1750557663885,80.12,15.945,sell,293579701
1750557664290,80.12,0.1,buy,293579702
1750557664365,80.12,0.124,buy,293579703
1750557665115,80.11,0.819,sell,293579704
1750557665119,80.11,0.608,buy,293579705
1750557665388,80.1,0.623,sell,293579706
1750557665390,80.09,2.398,sell,293579707
1750557667770,80.08,23.52,sell,293579708
1750557667770,80.07,26.058,sell,293579709
1750557667770,80.06,49.017,sell,293579710
1750557670238,80.07,0.149,buy,293579711
1750557672401,80.07,10.16,buy,293579712
1750557672593,80.08,0.624,buy,293579713
1750557673872,80.08,0.25,buy,293579714
1750557676505,80.08,0.624,buy,293579715
1750557682745,80.08,9.606,buy,293579716
1750557682914,80.08,53.301,sell,293579717
1750557690828,80.09,0.54,buy,293579718
1750557701758,80.09,0.175,buy,293579719
1750557705356,80.09,9.908,buy,293579720
1750557707278,80.09,2.097,sell,293579721
1750557710959,80.1,0.14,buy,293579722
1750557714344,80.09,13.381,sell,293579723
1750557714356,80.08,15.555,sell,293579724
1750557717137,80.08,6.947,buy,293579725
1750557717185,80.08,0.131,buy,293579726
1750557718225,80.08,3.199,buy,293579727
1750557718239,80.08,0.765,buy,293579728
1750557718242,80.08,0.191,buy,293579729
1750557718274,80.08,0.405,buy,293579730
1750557718292,80.08,0.222,buy,293579731
1750557718306,80.08,0.178,buy,293579732
1750557718312,80.08,5.456,buy,293579733
1750557720025,80.09,0.45,buy,293579734
1750557720025,80.1,0.726,buy,293579735
1750557726684,80.1,3.201,buy,293579736
1750557727776,80.1,1.373,buy,293579737
1750557728121,80.1,1.405,buy,293579738
1750557728164,80.1,1.181,buy,293579739
1750557728260,80.1,1.181,buy,293579740
1750557728860,80.1,1.181,buy,293579741
1750557728883,80.1,0.768,buy,293579742
1750557731901,80.11,10.761,buy,293579743
1750557731902,80.11,0.065,buy,293579744
1750557732113,80.12,0.519,buy,293579745
1750557732113,80.13,1.075,buy,293579746
1750557732606,80.13,20.87,buy,293579747
1750557732610,80.13,0.13,buy,293579748
1750557734220,80.14,1.181,buy,293579749
1750557735299,80.14,0.119,buy,293579750
1750557737425,80.14,10.23,buy,293579751
1750557737429,80.14,0.129,buy,293579752
1750557737756,80.15,0.33,buy,293579753
1750557737758,80.15,0.064,buy,293579754
1750557737778,80.16,0.519,buy,293579755
1750557739830,80.17,10.354,buy,293579756
1750557739830,80.17,0.065,buy,293579757
1750557739974,80.18,0.519,buy,293579758
1750557739974,80.19,0.517,buy,293579759
1750557740933,80.18,0.125,sell,293579760
1750557741820,80.18,1.354,buy,293579761
1750557741875,80.18,0.13,buy,293579762
1750557743076,80.19,6.514,buy,293579763
1750557743076,80.19,3.771,buy,293579764
1750557744772,80.2,1.181,buy,293579765
1750557744792,80.2,1.181,buy,293579766
1750557744810,80.2,1.181,buy,293579767
1750557744830,80.2,1.181,buy,293579768
1750557744851,80.2,1.181,buy,293579769
1750557744904,80.2,0.623,buy,293579770
1750557744931,80.2,1.181,buy,293579771
