timestamp,price,quantity,side,tradeId
1750514400282,82.72,0.4,sell,293522100
1750514401006,82.72,0.168,sell,293522101
1750514401428,82.71,0.106,sell,293522102
1750514402461,82.72,25.556,buy,293522103
1750514402463,82.72,0.127,buy,293522104
1750514403415,82.72,0.252,buy,293522105
1750514403965,82.73,21.061,buy,293522106
1750514403965,82.73,11.756,buy,293522107
1750514404153,82.73,0.779,sell,293522108
1750514404223,82.74,0.274,buy,293522109
1750514405743,82.74,0.289,buy,293522110
1750514405813,82.75,0.537,buy,293522111
1750514408418,82.74,1.013,buy,293522112
1750514410094,82.73,0.094,sell,293522113
1750514410860,82.74,0.06,buy,293522114
1750514411027,82.73,0.988,sell,293522115
1750514412056,82.73,0.122,sell,293522116
1750514414104,82.72,0.485,sell,293522117
1750514419707,82.72,0.27,sell,293522118
1750514420213,82.72,0.242,sell,293522119
1750514422443,82.72,5.36,buy,293522120
1750514422682,82.73,0.122,buy,293522121
1750514423806,82.72,0.674,sell,293522122
1750514425056,82.72,0.122,sell,293522123
1750514430624,82.73,0.937,buy,293522124
1750514433754,82.72,0.131,sell,293522125
1750514433755,82.73,0.064,buy,293522126
1750514433755,82.74,0.171,buy,293522127
1750514435095,82.73,0.092,sell,293522128
1750514436600,82.73,0.064,buy,293522129
1750514441148,82.74,0.61,buy,293522130
1750514445104,82.74,0.326,buy,293522131
1750514447657,82.74,10.161,buy,293522132
1750514448100,82.74,0.121,sell,293522133
1750514448355,82.74,0.134,sell,293522134
1750514448563,82.75,0.121,buy,293522135
1750514452280,82.75,1.346,buy,293522136
1750514453453,82.75,4.194,sell,293522137
1750514453557,82.74,0.212,sell,293522138
1750514453850,82.73,0.122,sell,293522139
1750514455218,82.73,0.736,buy,293522140
1750514455448,82.72,0.301,sell,293522141
1750514456092,82.73,0.145,buy,293522142
1750514458299,82.73,15.255,buy,293522143
1750514459353,82.73,0.97,buy,293522144
1750514460600,82.73,0.064,buy,293522145
1750514460857,82.74,1.03,buy,293522146
1750514461627,82.74,0.122,buy,293522147
1750514463855,82.74,0.136,sell,293522148
1750514464321,82.73,1.192,sell,293522149
1750514466574,82.74,0.112,buy,293522150
1750514472579,82.74,0.149,buy,293522151
1750514472662,82.73,0.122,sell,293522152
1750514472940,82.73,0.426,buy,293522153
1750514476239,82.73,0.871,buy,293522154
1750514476239,82.74,5.172,buy,293522155
1750514478429,82.74,0.122,buy,293522156
1750514479030,82.75,0.479,buy,293522157
1750514479307,82.75,0.096,buy,293522158
1750514480055,82.73,0.122,sell,293522159
1750514484378,82.73,5.283,sell,293522160
1750514486579,82.73,0.193,buy,293522161
1750514487076,82.72,1.181,sell,293522162
1750514487100,82.72,1.181,sell,293522163
1750514487103,82.72,3.954,sell,293522164
1750514487133,82.71,0.28,sell,293522165
1750514487216,82.7,1.181,sell,293522166
1750514487784,82.71,0.604,buy,293522167
1750514490278,82.71,2.153,buy,293522168
1750514490284,82.71,0.073,buy,293522169
1750514492163,82.72,0.06,buy,293522170
1750514492678,82.72,0.181,buy,293522171
1750514493202,82.71,0.158,sell,293522172
1750514494231,82.71,0.243,buy,293522173
1750514499317,82.71,5.574,buy,293522174
1750514499690,82.71,0.072,buy,293522175
1750514501417,82.7,0.859,sell,293522176
