timestamp,price,quantity,side,tradeId
1750525200138,82.73,11.503,sell,293530488
1750525200138,82.72,34.334,sell,293530489
1750525201182,82.72,1.181,buy,293530490
1750525201205,82.72,1.181,buy,293530491
1750525201213,82.72,1.181,buy,293530492
1750525201226,82.72,1.181,buy,293530493
1750525201234,82.72,1.181,buy,293530494
1750525201258,82.72,1.181,buy,293530495
1750525201272,82.72,1.181,buy,293530496
1750525201272,82.72,0.692,buy,293530497
1750525201438,82.72,62.239,buy,293530498
1750525201438,82.72,43.997,buy,293530499
1750525201438,82.72,39.148,buy,293530500
1750525201438,82.72,11.431,buy,293530501
1750525201439,82.72,21.189,buy,293530502
1750525201439,82.72,15.51,buy,293530503
1750525201528,82.73,0.122,buy,293530504
1750525203009,82.74,1.181,buy,293530505
1750525203088,82.74,1.181,buy,293530506
1750525203200,82.74,0.064,buy,293530507
1750525204193,82.75,0.259,buy,293530508
1750525205997,82.75,1.181,buy,293530509
1750525206121,82.75,1.316,buy,293530510
1750525206172,82.75,8.319,buy,293530511
1750525206182,82.75,7.045,sell,293530512
1750525206571,82.75,15.78,sell,293530513
1750525206571,82.75,2.058,sell,293530514
1750525206571,82.74,3.987,sell,293530515
1750525206588,82.74,5.2,sell,293530516
1750525206590,82.74,6.892,sell,293530517
1750525206600,82.74,7.359,sell,293530518
1750525206602,82.73,6.473,sell,293530519
1750525206602,82.73,4.388,sell,293530520
1750525206604,82.73,0.265,sell,293530521
1750525206606,82.72,3.613,sell,293530522
1750525206606,82.71,2.433,sell,293530523
1750525206661,82.71,2.418,sell,293530524
1750525206693,82.71,0.19,sell,293530525
1750525206693,82.7,3.81,sell,293530526
1750525206811,82.71,1.329,buy,293530527
1750525206862,82.71,11.942,buy,293530528
1750525206868,82.72,7.22,buy,293530529
1750525207012,82.72,14.055,buy,293530530
1750525207168,82.73,0.121,buy,293530531
1750525207209,82.74,0.216,buy,293530532
1750525207282,82.75,0.091,buy,293530533
1750525208011,82.76,2.416,buy,293530534
1750525209194,82.76,4.76,buy,293530535
1750525209195,82.77,34.06,buy,293530536
1750525209200,82.77,3.131,sell,293530537
1750525209268,82.78,0.273,buy,293530538
1750525209589,82.79,0.252,buy,293530539
1750525214102,82.8,0.483,buy,293530540
1750525214312,82.8,2.046,buy,293530541
1750525215386,82.8,0.18,buy,293530542
1750525216712,82.79,0.25,sell,293530543
1750525217748,82.79,0.192,sell,293530544
