timestamp,price,quantity,side,tradeId
1750550400556,80.23,4.7,buy,293571261
1750550400558,80.23,0.058,buy,293571262
1750550400621,80.23,0.3,sell,293571263
1750550401197,80.24,0.26,buy,293571264
1750550401204,80.25,0.519,buy,293571265
1750550401205,80.26,11.654,buy,293571266
1750550401206,80.26,8.329,buy,293571267
1750550401207,80.26,1.185,buy,293571268
1750550401208,80.27,3.922,buy,293571269
1750550401208,80.27,10.054,buy,293571270
1750550401209,80.27,3.922,buy,293571271
1750550401209,80.27,6.013,buy,293571272
1750550401210,80.27,2.59,buy,293571273
1750550401212,80.28,5.383,buy,293571274
1750550401213,80.28,9.184,buy,293571275
1750550401213,80.28,5.023,buy,293571276
1750550401213,80.28,31.64,buy,293571277
1750550401226,80.28,3.959,buy,293571278
1750550401311,80.27,13.865,sell,293571279
1750550401313,80.28,0.298,buy,293571280
1750550401316,80.27,5.94,sell,293571281
1750550401361,80.27,13.646,sell,293571282
1750550401377,80.26,3.229,sell,293571283
1750550401455,80.26,6.27,sell,293571284
1750550403362,80.25,2.906,sell,293571285
1750550404979,80.24,0.189,sell,293571286
1750550405040,80.25,3.5,buy,293571287
1750550405054,80.25,0.13,buy,293571288
1750550405331,80.26,0.385,buy,293571289
1750550405413,80.27,0.2,buy,293571290
1750550405417,80.27,0.125,buy,293571291
1750550405422,80.28,0.45,buy,293571292
1750550405542,80.29,10.245,buy,293571293
1750550405543,80.29,0.205,buy,293571294
1750550405554,80.3,10.518,buy,293571295
1750550405621,80.31,3.496,buy,293571296
1750550405626,80.31,0.13,buy,293571297
1750550405677,80.32,6.152,buy,293571298
1750550405678,80.32,5.928,buy,293571299
1750550405777,80.32,6.27,sell,293571300
1750550405852,80.31,0.249,sell,293571301
1750550406530,80.31,6.27,buy,293571302
1750550406530,80.31,5.028,buy,293571303
1750550406532,80.31,0.065,buy,293571304
1750550406693,80.32,8.255,buy,293571305
1750550406697,80.32,0.065,buy,293571306
1750550406699,80.32,3.592,buy,293571307
1750550406701,80.32,4.468,buy,293571308
1750550406851,80.32,23.765,sell,293571309
1750550406851,80.31,63.452,sell,293571310
1750550406851,80.3,61.302,sell,293571311
1750550406851,80.29,36.284,sell,293571312
1750550406852,80.3,10.7,buy,293571313
1750550406855,80.31,0.13,buy,293571314
1750550406855,80.31,9.21,buy,293571315
1750550406855,80.31,0.13,buy,293571316
1750550406856,80.31,9.275,buy,293571317
1750550406858,80.32,5.393,buy,293571318
1750550406859,80.32,0.13,buy,293571319
1750550406978,80.33,1.192,buy,293571320
1750550407603,80.31,0.219,sell,293571321
1750550407650,80.3,14.582,sell,293571322
1750550407911,80.3,3.5,buy,293571323
1750550407916,80.3,3.257,buy,293571324
1750550407931,80.3,0.137,buy,293571325
1750550407943,80.3,0.143,buy,293571326
1750550408013,80.3,1.224,buy,293571327
1750550408016,80.3,6.621,buy,293571328
1750550408135,80.31,1.789,buy,293571329
1750550408160,80.31,0.195,buy,293571330
1750550408164,80.32,8.315,buy,293571331
1750550408171,80.33,16.875,buy,293571332
1750550408172,80.33,0.479,buy,293571333
1750550408174,80.34,4.117,buy,293571334
1750550408174,80.34,9.235,buy,293571335
1750550408178,80.35,1.603,buy,293571336
1750550408223,80.36,0.069,buy,293571337
1750550408245,80.36,1.181,buy,293571338
1750550408794,80.35,3.983,buy,293571339
1750550408796,80.35,4.276,buy,293571340
1750550408796,80.35,4.276,buy,293571341
1750550408808,80.35,3.64,buy,293571342
1750550408899,80.35,0.195,buy,293571343
1750550408997,80.36,6.754,buy,293571344
1750550409043,80.36,15.553,buy,293571345
1750550409047,80.36,1.322,buy,293571346
1750550409098,80.36,0.195,buy,293571347
1750550409764,80.37,0.407,buy,293571348
1750550409853,80.38,1.181,buy,293571349
1750550409866,80.38,0.13,buy,293571350
1750550410622,80.38,0.248,sell,293571351
1750550410715,80.38,1.084,sell,293571352
1750550410939,80.38,3.11,sell,293571353
1750550411033,80.37,0.125,sell,293571354
1750550411104,80.36,17.595,sell,293571355
1750550411745,80.35,0.978,sell,293571356
1750550411901,80.34,10.609,sell,293571357
1750550412050,80.33,0.125,sell,293571358
1750550412261,80.32,0.125,sell,293571359
1750550414126,80.32,4.128,buy,293571360
1750550415405,80.32,9.753,buy,293571361
1750550415669,80.33,3.5,buy,293571362
1750550415676,80.33,3.537,buy,293571363
1750550415701,80.33,0.39,buy,293571364
1750550416196,80.33,15.507,buy,293571365
1750550416198,80.34,0.45,buy,293571366
1750550416238,80.35,0.544,buy,293571367
1750550416238,80.36,0.663,buy,293571368
1750550416863,80.35,0.189,sell,293571369
1750550417088,80.35,0.126,sell,293571370
1750550417112,80.35,0.126,sell,293571371
1750550417665,80.35,0.251,sell,293571372
1750550418547,80.35,0.569,sell,293571373
1750550419816,80.35,10,buy,293571374
1750550421508,80.34,4.466,sell,293571375
1750550421887,80.33,0.125,sell,293571376
1750550421968,80.32,0.125,sell,293571377
1750550422137,80.31,12.569,sell,293571378
1750550422474,80.31,0.125,buy,293571379
1750550423448,80.31,6.932,buy,293571380
1750550423449,80.31,2.434,buy,293571381
1750550423454,80.32,0.32,buy,293571382
1750550423546,80.33,0.544,buy,293571383
1750550424564,80.34,5,buy,293571384
1750550424579,80.34,0.13,buy,293571385
1750550424861,80.35,0.45,buy,293571386
1750550424912,80.36,0.32,buy,293571387
1750550426378,80.36,0.524,sell,293571388
1750550428627,80.36,0.479,sell,293571389
1750550428630,80.35,28.125,sell,293571390
1750550428943,80.34,0.125,sell,293571391
1750550429147,80.33,8.624,buy,293571392
1750550429178,80.34,4,buy,293571393
1750550429541,80.34,0.13,buy,293571394
1750550429723,80.35,5,buy,293571395
1750550429727,80.35,3.51,buy,293571396
1750550429727,80.36,0.175,buy,293571397
1750550430402,80.35,0.587,sell,293571398
1750550431010,80.32,15.107,sell,293571399
1750550431010,80.31,7.705,sell,293571400
1750550431585,80.32,3.459,buy,293571401
1750550432366,80.3,1.344,sell,293571402
1750550432433,80.29,0.094,sell,293571403
1750550432437,80.28,1.867,sell,293571404
1750550432486,80.29,0.26,buy,293571405
1750550432538,80.3,5.951,buy,293571406
1750550432952,80.3,5.173,buy,293571407
1750550433849,80.29,29.224,sell,293571408
1750550433982,80.29,7.955,buy,293571409
1750550434865,80.28,0.068,sell,293571410
1750550434891,80.29,10.821,buy,293571411
1750550435001,80.29,0.13,buy,293571412
1750550435734,80.3,0.26,buy,293571413
1750550435734,80.31,0.113,buy,293571414
1750550436296,80.31,2.09,buy,293571415
1750550437307,80.29,15.501,buy,293571416
1750550437307,80.29,7.102,buy,293571417
1750550437684,80.3,0.195,buy,293571418
1750550437749,80.31,0.26,buy,293571419
1750550438788,80.31,10.379,buy,293571420
1750550438790,80.31,0.065,buy,293571421
1750550439715,80.32,0.385,buy,293571422
1750550439739,80.32,0.13,buy,293571423
1750550440134,80.33,8.992,buy,293571424
1750550440347,80.33,1.253,sell,293571425
1750550440433,80.34,0.068,buy,293571426
1750550441841,80.33,0.144,sell,293571427
1750550442879,80.33,1.829,buy,293571428
1750550443271,80.32,12.65,sell,293571429
1750550443271,80.32,6.926,sell,293571430
1750550443431,80.31,12.12,sell,293571431
1750550443431,80.3,0.33,sell,293571432
1750550443434,80.3,27.187,sell,293571433
1750550443434,80.29,18.12,sell,293571434
1750550443434,80.28,4.533,sell,293571435
1750550443436,80.29,0.16,buy,293571436
1750550443436,80.29,5.266,buy,293571437
1750550443436,80.29,0.195,buy,293571438
1750550443573,80.3,2.987,sell,293571439
1750550444230,80.3,1.652,sell,293571440
1750550444231,80.3,1.32,sell,293571441
1750550444365,80.31,22.127,buy,293571442
1750550444417,80.32,4,buy,293571443
1750550444444,80.32,7.7,buy,293571444
1750550445172,80.33,0.811,buy,293571445
1750550445643,80.33,0.156,buy,293571446
1750550448031,80.33,5.801,buy,293571447
1750550448269,80.33,1.064,buy,293571448
1750550448274,80.34,5.312,buy,293571449
1750550448274,80.34,7.391,buy,293571450
1750550449292,80.33,0.125,sell,293571451
1750550449483,80.32,0.125,sell,293571452
1750550449988,80.31,0.125,sell,293571453
1750550449990,80.3,14.188,sell,293571454
1750550450725,80.29,0.125,sell,293571455
1750550450964,80.29,0.413,buy,293571456
1750550451063,80.28,0.194,sell,293571457
1750550451201,80.28,12.982,buy,293571458
1750550451201,80.29,18.422,buy,293571459
1750550453284,80.27,8.325,sell,293571460
1750550453294,80.26,3.901,sell,293571461
1750550454157,80.25,0.125,sell,293571462
1750550455620,80.24,0.194,sell,293571463
1750550456054,80.24,0.062,buy,293571464
1750550456106,80.23,0.125,sell,293571465
1750550456545,80.22,0.293,sell,293571466
1750550456736,80.21,0.151,sell,293571467
1750550456749,80.22,0.448,buy,293571468
1750550457142,80.21,6.139,sell,293571469
1750550457247,80.2,0.294,sell,293571470
1750550457290,80.19,0.288,sell,293571471
1750550457434,80.18,0.189,sell,293571472
1750550458803,80.19,0.574,buy,293571473
1750550458991,80.19,0.117,buy,293571474
1750550459184,80.19,1.87,buy,293571475
1750550460027,80.19,0.457,buy,293571476
1750550460095,80.2,0.325,buy,293571477
1750550460115,80.21,1.251,buy,293571478
1750550460148,80.21,0.693,buy,293571479
1750550460621,80.2,3.717,buy,293571480
1750550460621,80.2,0.065,buy,293571481
1750550460629,80.21,0.349,buy,293571482
1750550460635,80.22,5.082,buy,293571483
1750550460640,80.23,11.374,buy,293571484
1750550460681,80.23,0.26,buy,293571485
1750550460768,80.24,2.658,buy,293571486
1750550460777,80.24,1.342,buy,293571487
1750550460931,80.24,0.13,buy,293571488
1750550461007,80.25,0.32,buy,293571489
1750550461161,80.26,0.32,buy,293571490
1750550461624,80.27,0.45,buy,293571491
1750550461677,80.28,3.31,buy,293571492
1750550461677,80.29,0.383,buy,293571493
1750550461677,80.3,5.83,buy,293571494
1750550462375,80.29,0.212,sell,293571495
1750550462442,80.28,4.125,sell,293571496
1750550462445,80.27,0.219,sell,293571497
1750550462509,80.27,27.499,buy,293571498
1750550462509,80.26,0.219,sell,293571499
1750550462640,80.25,4.125,sell,293571500
1750550462825,80.25,6.231,buy,293571501
1750550462826,80.25,23.49,buy,293571502
1750550462902,80.25,8.125,buy,293571503
1750550463376,80.26,0.32,buy,293571504
1750550463379,80.26,0.065,buy,293571505
1750550463385,80.27,0.26,buy,293571506
1750550463407,80.27,0.139,buy,293571507
1750550463581,80.27,1.77,buy,293571508
1750550463582,80.27,0.057,buy,293571509
1750550463658,80.28,0.26,buy,293571510
1750550463978,80.29,3.518,buy,293571511
1750550463979,80.29,3.606,buy,293571512
1750550463980,80.29,2.138,buy,293571513
1750550464173,80.3,0.1,buy,293571514
1750550464275,80.3,0.35,buy,293571515
1750550465881,80.3,7.538,buy,293571516
1750550465882,80.3,0.065,buy,293571517
1750550466100,80.31,0.45,buy,293571518
1750550466188,80.32,0.454,buy,293571519
1750550466188,80.33,0.323,buy,293571520
1750550466682,80.32,0.195,buy,293571521
1750550469097,80.3,0.252,sell,293571522
1750550470402,80.3,0.125,sell,293571523
1750550470404,80.29,8.125,sell,293571524
1750550471495,80.28,0.125,sell,293571525
1750550473795,80.28,6.32,buy,293571526
1750550473796,80.28,0.059,buy,293571527
1750550474453,80.28,0.199,sell,293571528
1750550474698,80.27,0.125,sell,293571529
1750550475145,80.27,7.207,buy,293571530
